TIMESTAMP,RECORD,BATT_daily_min_V,RAIN_daily_in,RAIN_cmltv_in,AIRTEMP_daily_max_F,AIRTEMP_F_TMx,AIRTEMP_daily_min_F,AIRTEMP_F_TMn,AIRTEMP_daily_avg_F,RLTVHMDTY_daily_max_%,RH_TMx,RLTVHMDTY_daily_min_%,RH_TMn,RLTVHMDTY_daily_avg_%,WNDSP_daily_max_mph,WNDSP_mph_TMx,WNDSP_daily_min_mph,WNDSP_mph_TMn,WNDSP_daily_avg_mph,WND_DIR_daily_dgr,WND_DIR_daily_crdn,SolarFlux_daily_lnglys,SolarRad_daily_mj,ETos_daily_in,ETrs_daily_in,CornGDD_daily,Soil_3in_Avg,Soil_6in_Avg,Soil_12in_Avg,Soil_48in_Avg,Soil_3in_Max,Soil_6in_Max,Soil_12in_Max,Soil_48in_Max,Soil_3in_Min,Soil_6in_Min,Soil_12in_Min,Soil_48in_Min,VW_TmpF_3in_Avg,VW_TmpF_6in_Avg,VW_TmpF_18in_Avg,VW_TmpF_24in_Avg,VW_3in_Avg,Cond_3in_Avg,VW_6in_Avg,Cond_6in_Avg,VW_18in_Avg,Cond_18in_Avg,VW_24in_Avg,Cond_24in_Avg,VW_TmpF_3in_Max,VW_TmpF_6in_Max,VW_TmpF_18in_Max,VW_TmpF_24in_Max,VW_3in_Max,Cond_3in_Max,VW_6in_Max,Cond_6in_Max,VW_18in_Max,Cond_18in_Max,VW_24in_Max,Cond_24in_Max,VW_TmpF_3in_Min,VW_TmpF_6in_Min,VW_TmpF_18in_Min,VW_TmpF_24in_Min,VW_3in_Min,Cond_3in_Min,VW_6in_Min,Cond_6in_Min,VW_18in_Min,Cond_18in_Min,VW_24in_Min,Cond_24in_Min
3/17/2023 23:59,708,12.3,0,1,8.89,3/17/2023 0:00,0.857,3/17/2023 6:23,4.06,80.4,3/17/2023 23:48,63.95,3/17/2023 12:32,72.36,29.81,3/17/2023 16:25,6.707,3/17/2023 5:27,15.7,310.5,NW,483.3068,18.6139,0.025,0.032,0,,30.79,30.98,35,,30.91,31.1,35.09,,30.65,30.81,34.9,31.63,29.6,30.05,29.78,7.984,0.005,8.08,0.007,2.315,0.003,4.543,0.005,32.32,30.02,30.16,29.89,8.14,0.006,8.15,0.008,2.33,0.003,4.56,0.005,30.82,29.06,29.92,29.64,7.82,0.004,7.95,0.006,2.3,0.002,4.53,0.004
3/18/2023 23:59,709,12.29,0,1,19.27,3/18/2023 14:29,-0.336,3/18/2023 23:57,9.46,83.9,3/18/2023 23:53,47.27,3/18/2023 15:20,71.25,24.89,3/18/2023 13:37,2.608,3/18/2023 22:35,11.94,309.3,NW,491.8133,18.75299,0.04,0.052,0,,30.92,31.1,35.02,,31.13,31.35,35.15,,30.71,30.87,34.87,30.32,28.58,30.02,29.59,7.746,0.004,7.772,0.006,2.315,0.003,4.527,0.005,30.97,29.18,30.17,29.83,7.84,0.005,7.96,0.007,2.33,0.003,4.55,0.006,29.97,28.19,29.9,29.36,7.68,0.003,7.64,0.006,2.3,0.002,4.47,0.004
3/19/2023 23:59,710,12.26,0,1,30.53,3/19/2023 17:28,-6.54,3/19/2023 3:30,12.98,94.5,3/19/2023 22:00,58.28,3/19/2023 12:29,76.2,21.76,3/19/2023 15:28,0,3/19/2023 19:26,8.24,194.8,SW,502.0085,18.79555,0.046,0.058,0,,30.85,31.16,35.05,,31.18,31.54,35.22,,30.55,30.77,34.85,29.71,27.97,29.8,29.23,7.612,0.004,7.714,0.006,2.316,0.003,4.485,0.005,30.19,28.4,29.97,29.45,7.71,0.005,7.77,0.006,2.33,0.003,4.5,0.006,29.4,27.69,29.65,28.96,7.56,0.003,7.65,0.005,2.3,0.002,4.47,0.004
3/20/2023 23:59,711,12.32,0,1,31.32,3/20/2023 14:59,4.966,3/20/2023 2:53,18,94,3/20/2023 1:27,37.83,3/20/2023 14:31,68.03,14.01,3/20/2023 11:26,0,3/20/2023 0:08,3.493,50.49,NNE,502.7215,19.02175,0.058,0.069,0,,30.78,31.21,35.06,,31.02,31.53,35.24,,30.56,30.96,34.84,29.56,27.72,29.57,28.94,7.565,0.004,7.717,0.006,2.278,0.003,4.487,0.005,29.82,27.93,29.75,29.12,7.6,0.005,7.73,0.006,2.33,0.003,4.5,0.005,29.25,27.53,29.34,28.67,7.5,0.002,7.7,0.005,2.25,0.002,4.47,0.004
3/21/2023 23:59,712,12.37,0,1,34.06,3/21/2023 23:54,12.25,3/21/2023 6:33,23.68,100,3/21/2023 21:42,63.93,3/21/2023 0:07,82.5,19.75,3/21/2023 19:04,0,3/21/2023 0:21,7.386,77.62,ENE,288.2298,19.07855,0.031,0.038,0,,30.75,31.27,35.13,,30.93,31.45,35.27,,30.55,31.05,34.98,29.6,27.7,29.41,28.78,7.566,0.004,7.716,0.006,2.259,0.003,4.472,0.004,29.9,27.87,29.53,28.99,7.6,0.005,7.78,0.006,2.27,0.003,4.5,0.005,29.28,27.49,29.29,28.65,7.5,0.002,7.65,0.005,2.24,0.002,4.42,0.004
3/22/2023 23:59,713,12.41,0.15,1.15,35.81,3/22/2023 1:32,15.83,3/22/2023 23:53,25.38,100,3/21/2023 23:59,78.78,3/22/2023 20:58,88.5,23.92,3/22/2023 2:18,1.938,3/22/2023 23:39,11.33,276.2,WNW,309.7581,19.23668,0.032,0.038,0,,30.77,31.26,35.14,,30.92,31.45,35.27,,30.63,31,34.96,30.24,28.12,29.38,28.82,7.64,0.004,7.713,0.006,2.261,0.002,4.461,0.004,30.68,28.51,29.55,28.98,7.72,0.005,7.79,0.007,2.27,0.003,4.5,0.005,29.79,27.75,29.29,28.58,7.57,0.003,7.64,0.005,2.24,0.002,4.42,0.004
3/23/2023 23:59,714,12.35,0.01,1.16,28.15,3/23/2023 15:46,2.201,3/23/2023 23:58,16.75,95.1,3/23/2023 7:02,55.68,3/23/2023 14:09,81.4,10.28,3/23/2023 15:55,0,3/23/2023 5:26,2.907,243.7,WNW,473.0494,19.67624,0.052,0.059,0,,30.75,31.15,35.06,,31.13,31.55,35.23,,30.5,30.81,34.85,30.57,28.49,29.52,29.06,7.679,0.004,7.71,0.006,2.26,0.002,4.488,0.005,30.74,28.64,29.63,29.25,7.73,0.006,7.78,0.007,2.27,0.003,4.5,0.005,30.38,28.33,29.36,28.88,7.62,0.003,7.65,0.005,2.25,0.002,4.47,0.004
3/24/2023 23:59,715,12.28,0,1.16,34.4,3/24/2023 16:37,-5.292,3/24/2023 6:36,18.26,93,3/24/2023 8:19,54.45,3/24/2023 14:14,75.68,12.97,3/24/2023 12:00,0,3/23/2023 23:59,3.062,105.7,ESE,483.9731,19.85597,0.052,0.061,0,,30.79,31.21,35.1,,31.13,31.55,35.28,,30.41,30.77,34.86,30.26,28.33,29.61,29.13,7.642,0.004,7.712,0.006,2.259,0.002,4.487,0.005,30.69,28.68,29.7,29.3,7.72,0.006,7.72,0.007,2.27,0.004,4.5,0.005,29.9,28.01,29.52,28.96,7.55,0.002,7.7,0.005,2.23,0.002,4.48,0.004
3/25/2023 23:59,716,12.42,0,1.16,37.12,3/25/2023 13:46,18.64,3/25/2023 23:54,30.09,88.1,3/25/2023 19:26,46.04,3/25/2023 13:50,72.24,15.43,3/25/2023 15:28,0,3/25/2023 0:07,5.443,210.1,NNW,454.2408,19.96543,0.067,0.084,0,,30.94,31.37,35.13,,31.11,31.62,35.29,,30.78,31.1,34.98,30.92,28.67,29.61,29.13,7.742,0.004,7.718,0.006,2.259,0.003,4.488,0.005,31.7,29.31,29.72,29.37,7.89,0.006,7.84,0.007,2.27,0.003,4.5,0.005,30.3,28.14,29.5,28.98,7.64,0.003,7.64,0.005,2.25,0.002,4.48,0.004
3/26/2023 23:59,717,12.37,0,1.16,31.35,3/26/2023 14:27,9.65,3/26/2023 5:52,20.53,83.8,3/26/2023 2:06,44.68,3/26/2023 16:17,69.4,12.67,3/26/2023 13:46,0,3/26/2023 0:14,5.791,301.8,NNW,538.6948,20.39304,0.065,0.08,0,,30.95,31.26,35.07,,31.21,31.53,35.2,,30.68,30.97,34.93,32.04,29.62,29.84,29.53,8.02,0.005,8.02,0.007,2.292,0.003,4.5,0.005,32.34,29.96,30.05,29.89,8.14,0.006,8.15,0.008,2.33,0.003,4.55,0.005,31.62,29.1,29.63,29.28,7.88,0.003,7.83,0.006,2.25,0.002,4.47,0.004
3/27/2023 23:59,718,12.34,0,1.16,30.02,3/27/2023 14:28,7.441,3/27/2023 23:50,18.18,91.6,3/27/2023 6:34,62.32,3/27/2023 11:31,74.46,15.2,3/27/2023 18:00,0,3/27/2023 1:08,5.543,284.5,NW,499.2141,20.54645,0.054,0.064,0,,31.04,31.27,35.08,,31.33,31.57,35.26,,30.81,31.02,34.94,32.2,29.94,30.12,29.89,8.11,0.005,8.16,0.007,2.315,0.003,4.543,0.005,32.44,30.1,30.28,30.06,8.15,0.007,8.21,0.008,2.33,0.003,4.56,0.006,31.96,29.77,29.97,29.7,8.05,0.004,8.07,0.007,2.3,0.002,4.53,0.004
3/28/2023 23:59,719,12.29,0,1.16,24.33,3/28/2023 14:26,-1.367,3/28/2023 6:30,10.44,88.9,3/28/2023 12:20,55.07,3/28/2023 9:27,76.71,23.47,3/28/2023 14:17,0,3/28/2023 3:05,8.4,248.8,W,416.5074,20.89912,0.033,0.041,0,,30.96,31.18,35.05,,31.24,31.49,35.22,,30.73,30.92,34.88,31.78,29.74,30.28,30.02,8.02,0.005,8.15,0.007,2.314,0.003,4.541,0.005,32.33,30.1,30.38,30.19,8.14,0.006,8.22,0.008,2.33,0.003,4.55,0.006,31.34,29.32,30.15,29.87,7.94,0.004,8.07,0.006,2.3,0.002,4.53,0.004
3/29/2023 23:59,720,12.25,0,1.16,19.58,3/29/2023 16:10,-8.73,3/29/2023 6:47,5.438,91.4,3/29/2023 22:59,49.69,3/29/2023 17:09,73.77,16.54,3/29/2023 13:39,0,3/29/2023 2:01,4.376,229.6,WSW,557.2057,21.33596,0.039,0.047,0,,30.82,31.12,34.99,,31.06,31.45,35.18,,30.56,30.8,34.81,30.71,28.94,30.22,29.84,7.811,0.005,7.942,0.006,2.313,0.003,4.542,0.005,31.52,29.52,30.4,30.03,7.96,0.005,8.09,0.007,2.33,0.003,4.56,0.006,30.13,28.47,30.05,29.53,7.69,0.003,7.76,0.006,2.3,0.002,4.53,0.004
3/30/2023 23:59,721,12.27,0.01,1.17,28.58,3/30/2023 23:20,-1.643,3/30/2023 0:18,18.39,97.3,3/30/2023 18:51,56.59,3/30/2023 12:12,79.32,16.54,3/30/2023 14:50,0,3/29/2023 23:59,5.685,99.6,E,249.3119,21.29227,0.032,0.041,0,,30.79,31.29,35.12,,31.01,31.52,35.25,,30.51,30.89,34.92,29.76,28.08,29.96,29.39,7.625,0.004,7.73,0.006,2.315,0.003,4.516,0.005,30.42,28.66,30.24,29.74,7.78,0.005,7.84,0.007,2.34,0.003,4.55,0.005,29.35,27.72,29.78,29.06,7.56,0.002,7.7,0.005,2.3,0.002,4.48,0.004
3/31/2023 23:59,722,12.42,0.15,1.32,32.57,3/31/2023 14:04,26.71,3/31/2023 23:38,30.44,100,3/31/2023 19:07,84.1,3/31/2023 13:54,94.7,31,3/31/2023 13:35,0,3/31/2023 6:16,12.53,44.77,NE,129.3417,21.09509,0.02,0.026,0,,30.81,31.4,35.15,,30.89,31.51,35.26,,30.73,31.27,35.06,30.38,28.24,29.7,29.09,7.723,0.004,7.72,0.006,2.317,0.003,4.487,0.005,31.49,28.93,29.85,29.3,7.84,0.005,7.9,0.007,2.33,0.003,4.5,0.005,29.78,27.84,29.61,28.99,7.58,0.003,7.7,0.005,2.3,0.002,4.47,0.004
4/1/2023 23:59,723,12.37,0.02,1.34,29.61,4/1/2023 13:16,15.22,4/1/2023 6:37,22.38,100,3/31/2023 23:59,52.59,4/1/2023 13:13,75.47,20.49,4/1/2023 0:44,0,4/1/2023 20:29,6.885,238.9,NW,607.1039,21.70297,0.071,0.082,0,,30.93,31.3,35.08,,31.14,31.58,35.26,,30.72,31.07,34.87,32.08,29.56,29.82,29.45,8.05,0.005,8.04,0.007,2.316,0.003,4.506,0.005,32.42,29.99,30.08,29.89,8.21,0.007,8.21,0.008,2.33,0.003,4.56,0.005,31.43,28.9,29.61,29.09,7.82,0.004,7.82,0.006,2.3,0.002,4.47,0.004
4/2/2023 23:59,724,12.46,0,1.34,39.32,4/2/2023 12:47,16.53,4/2/2023 1:37,31.96,87.8,4/2/2023 3:17,67.5,4/2/2023 9:33,78.28,24.59,4/2/2023 4:41,1.416,4/2/2023 2:39,9.92,193.6,SSW,556.7427,21.54233,0.079,0.096,0,,31.21,31.48,35.14,,31.41,31.68,35.28,,30.9,31.18,34.96,32.43,30.05,30.15,29.93,8.21,0.006,8.23,0.007,2.315,0.003,4.544,0.005,32.78,30.32,30.39,30.13,8.39,0.007,8.33,0.008,2.33,0.003,4.56,0.006,32.15,29.81,29.96,29.73,8.11,0.004,8.19,0.007,2.3,0.002,4.53,0.004
4/3/2023 23:59,725,12.47,0,1.34,33.2,4/3/2023 13:39,27.48,4/3/2023 0:19,30.5,94.3,4/3/2023 23:25,73.6,4/3/2023 1:12,85.3,18.93,4/3/2023 2:04,0.224,4/3/2023 19:11,8.21,260.7,WNW,418.7206,21.84116,0.052,0.06,0,,31.33,31.52,35.15,,31.48,31.72,35.27,,31.18,31.38,35.04,33.05,30.52,30.41,30.23,8.68,0.007,8.5,0.008,2.348,0.003,4.577,0.005,33.31,30.82,30.59,30.46,8.95,0.008,8.71,0.009,2.38,0.003,4.62,0.006,32.68,30.07,30.24,30.03,8.37,0.005,8.26,0.007,2.3,0.002,4.53,0.004
4/4/2023 23:59,726,12.44,0.05,1.39,31.28,4/4/2023 5:07,27.31,4/4/2023 0:15,29.26,100,4/4/2023 2:14,87.2,4/4/2023 13:02,95.9,26.6,4/4/2023 13:52,0.522,4/4/2023 23:37,7.791,43.2,NE,170.9191,22.04343,0.021,0.024,0,,31.38,31.52,35.14,,31.49,31.63,35.24,,31.27,31.41,35.05,33.36,30.88,30.63,30.51,9.12,0.008,8.85,0.009,2.374,0.003,4.626,0.005,33.55,31.03,30.78,30.66,9.28,0.01,9.02,0.01,2.44,0.003,4.66,0.006,33.21,30.67,30.45,30.32,8.87,0.007,8.69,0.008,2.36,0.002,4.58,0.005
4/5/2023 23:59,727,12.42,0.01,1.4,31.09,4/5/2023 2:23,18.21,4/5/2023 23:54,23.68,100,4/4/2023 23:59,74.27,4/5/2023 13:37,89.4,32.94,4/5/2023 17:06,0,4/5/2023 0:03,7.73,256.3,W,488.7871,22.55049,0.057,0.063,0,,31.37,31.47,35.1,,31.49,31.62,35.23,,31.25,31.33,34.98,33.53,31.11,30.82,30.75,9.48,0.009,9.15,0.01,2.426,0.003,4.673,0.006,33.69,31.22,31.02,30.92,9.64,0.011,9.33,0.011,2.44,0.003,4.73,0.006,33.41,30.98,30.64,30.58,9.25,0.008,8.94,0.01,2.41,0.002,4.64,0.005
4/6/2023 23:59,728,12.35,0,1.4,28.32,4/6/2023 16:13,11.91,4/6/2023 6:13,19.55,95.8,4/6/2023 23:44,57.91,4/6/2023 17:38,75.96,25.71,4/6/2023 0:07,0,4/6/2023 19:56,8.93,247.1,W,560.0807,22.86641,0.054,0.064,0,,31.34,31.43,35.07,,31.57,31.68,35.23,,31.17,31.25,34.92,33.66,31.25,30.96,30.91,9.81,0.01,9.4,0.011,2.449,0.003,4.709,0.006,33.76,31.43,31.08,31.06,9.96,0.012,9.53,0.012,2.49,0.004,4.77,0.006,33.56,31.04,30.83,30.73,9.62,0.009,9.26,0.01,2.4,0.002,4.69,0.005
4/7/2023 23:59,729,12.34,0,1.4,38.85,4/7/2023 17:25,9.06,4/7/2023 4:57,26.1,95.2,4/7/2023 5:10,59.12,4/7/2023 13:08,73.75,13.12,4/7/2023 14:59,0,4/6/2023 23:59,3.874,66.53,ENE,569.3225,22.88082,0.077,0.091,0,,31.43,31.54,35.11,,31.68,31.81,35.26,,31.15,31.21,34.94,33.74,31.37,31.07,31.04,10.14,0.011,9.65,0.012,2.48,0.003,4.765,0.006,33.87,31.47,31.19,31.22,10.33,0.013,9.84,0.013,2.5,0.004,4.78,0.007,33.63,31.25,30.96,30.89,9.94,0.01,9.51,0.011,2.47,0.002,4.71,0.005
4/8/2023 23:59,730,12.42,0,1.4,42.97,4/8/2023 17:35,24.89,4/8/2023 3:50,34.7,83.6,4/8/2023 8:38,63.88,4/8/2023 16:55,73.67,20.19,4/8/2023 9:24,0,4/8/2023 0:35,6.639,77.58,ENE,576.7797,22.84864,0.087,0.104,0,,31.59,31.69,35.14,,31.78,31.88,35.25,,31.39,31.45,35.02,33.81,31.46,31.16,31.14,11.65,0.014,9.96,0.013,2.53,0.003,4.798,0.006,33.92,31.54,31.29,31.31,12.11,0.015,10.22,0.014,2.56,0.004,4.84,0.007,33.69,31.36,31.04,31.02,10.31,0.012,9.76,0.012,2.46,0.002,4.75,0.006
4/9/2023 23:59,731,12.47,0,1.4,45.97,4/9/2023 16:40,32.15,4/9/2023 23:40,40.03,96.2,4/9/2023 23:45,51.06,4/9/2023 0:39,71.32,19.23,4/9/2023 1:03,0,4/9/2023 13:57,6.78,191.7,S,452.9577,22.98786,0.086,0.103,0,,31.68,31.78,35.15,,31.81,31.99,35.32,,31.51,31.63,34.98,33.89,31.53,31.24,31.22,12.23,0.016,10.31,0.014,2.536,0.003,4.83,0.006,34.03,31.62,31.35,31.4,12.42,0.018,10.48,0.015,2.6,0.004,4.9,0.007,33.77,31.42,31.09,31.06,12.02,0.014,10.14,0.013,2.52,0.003,4.81,0.006
4/10/2023 23:59,732,12.42,0,1.4,48.15,4/10/2023 17:29,25.65,4/10/2023 5:53,38.55,100,4/10/2023 3:59,55.77,4/10/2023 13:34,81,8.64,4/10/2023 13:32,0,4/10/2023 0:17,3.004,201.3,SSW,588.5724,23.13389,0.102,0.116,0,,31.66,31.79,35.1,,31.85,32.01,35.27,,31.45,31.52,34.91,33.94,31.6,31.34,31.31,12.61,0.017,10.58,0.015,2.602,0.003,4.877,0.007,34.04,31.7,31.51,31.43,12.87,0.019,10.73,0.016,2.72,0.004,4.89,0.007,33.83,31.52,31.23,31.16,12.4,0.016,10.45,0.014,2.58,0.003,4.86,0.006
4/11/2023 23:59,733,12.45,0,1.4,65,4/11/2023 16:27,36.22,4/11/2023 0:56,50.6,85.8,4/11/2023 7:21,50.26,4/11/2023 22:19,68.77,19,4/11/2023 15:38,2.608,4/11/2023 0:19,8.62,189.8,S,558.7642,22.91592,0.136,0.171,7.5,,31.83,32.08,35.01,,32.08,32.72,35.25,,31.63,31.73,34.49,34.88,33.52,32.47,32.41,16.53,0.034,14.03,0.031,10.35,0.013,11.77,0.017,40.54,41.55,36.63,37.37,26.9,0.091,23.55,0.079,30.93,0.04,31.52,0.043,33.54,31.58,31.47,31.25,12.85,0.018,10.71,0.016,2.7,0.003,4.81,0.006
4/12/2023 23:59,734,12.46,0,1.4,67.35,4/12/2023 13:49,36.13,4/12/2023 23:32,51.76,100,4/12/2023 23:49,42.68,4/12/2023 13:20,71.86,20.42,4/12/2023 11:40,0,4/12/2023 19:03,7.237,212.1,SW,586.024,23.08188,0.149,0.19,8.67,,32.14,32.65,35.1,,34.07,32.84,35.32,,31.85,32.44,34.78,37.71,33.93,32.09,32.13,31.3,0.131,26.15,0.108,10.12,0.015,15.09,0.03,42.46,36,32.64,32.63,33.41,0.159,33.32,0.156,12.19,0.017,18,0.032,33.83,32.3,31.96,31.97,26.86,0.091,22.31,0.075,9.22,0.014,13.79,0.029
4/13/2023 23:59,735,12.43,0,1.4,77.84,4/13/2023 16:34,36.39,4/13/2023 5:15,57.65,100,4/12/2023 23:59,38.12,4/13/2023 21:52,68.33,21.91,4/13/2023 22:06,0,4/12/2023 23:59,6.035,95.8,E,532.3009,23.07211,0.152,0.19,13.92,,37.63,34.54,34.96,,43.01,37.77,35.23,,34.03,32.69,34.63,40.82,35.98,32.07,32.17,32.49,0.148,33.28,0.16,8.81,0.015,13.1,0.031,47.77,40.24,32.23,32.41,32.93,0.173,33.45,0.177,9.24,0.016,13.79,0.034,34.73,32.92,31.92,32,32.18,0.126,33.12,0.148,8.62,0.014,12.75,0.03
4/14/2023 23:59,736,12.46,0,1.4,57.61,4/14/2023 10:45,38.15,4/14/2023 23:56,47.94,94.1,4/14/2023 23:56,62.15,4/14/2023 11:26,79.38,20.79,4/14/2023 12:05,0,4/14/2023 1:44,7.378,260.4,WNW,406.3369,23.56849,0.092,0.111,3.805,,43.11,39.46,34.77,,44.62,40.9,34.97,,41.72,37.69,34.54,43.76,39.08,32.16,32.48,31.72,0.149,32.94,0.168,8.91,0.016,13.22,0.035,46.84,41.01,32.3,32.78,32.28,0.159,33.39,0.174,9.02,0.017,13.41,0.037,40.3,36.98,32.02,32.22,31.29,0.138,32.61,0.161,8.78,0.015,13.03,0.033
4/15/2023 23:59,737,12.37,0.18,1.58,38.66,4/15/2023 0:00,31.25,4/15/2023 23:49,35.45,99.4,4/15/2023 10:16,83.1,4/15/2023 15:46,94.9,22.06,4/15/2023 15:28,2.012,4/15/2023 2:38,10.71,323.3,NNW,82.49663,24.14423,0.017,0.021,0,,41.47,40.2,34.92,,43.98,40.96,35.1,,39.58,39.23,34.75,38.65,36.39,32.17,32.59,31.77,0.13,33.07,0.157,9.42,0.02,13.83,0.042,42.68,39.55,32.29,32.82,32.24,0.139,33.44,0.166,9.92,0.024,14.47,0.045,36.36,34.82,32.02,32.38,31.25,0.121,32.52,0.15,8.83,0.016,13.02,0.037
4/16/2023 23:59,738,12.36,0.07,1.65,42.35,4/16/2023 17:29,27.26,4/16/2023 10:17,33.22,100,4/16/2023 3:03,44.19,4/16/2023 18:16,80.6,29.81,4/16/2023 15:58,3.801,4/16/2023 1:53,14.02,325.7,NNW,388.3124,24.58991,0.059,0.077,0,,37.98,38.16,35.25,,39.65,39.31,35.48,,37.09,37.29,35,34.71,33.28,32.07,32.26,31.49,0.117,32.71,0.142,9.11,0.024,13.27,0.042,36.36,34.84,32.17,32.54,32.08,0.122,33.29,0.15,9.59,0.027,14.17,0.047,33.97,32.58,31.9,32.06,31.25,0.114,32.4,0.138,8.68,0.022,12.7,0.04
4/17/2023 23:59,739,12.51,0,1.65,48.8,4/17/2023 15:21,29.47,4/17/2023 23:59,37.46,91.4,4/17/2023 23:40,42.89,4/17/2023 15:42,62.02,24.52,4/17/2023 9:37,0,4/17/2023 22:24,10.38,314.1,NNW,628.125,24.86645,0.117,0.153,0,,37.22,36.9,35.51,,39.49,37.62,35.67,,35.73,36.41,35.35,35.58,33.35,32.03,32.15,32.36,0.121,33.46,0.143,9.79,0.027,14.19,0.045,39.49,35.76,32.17,32.53,37.13,0.141,36.52,0.159,11.61,0.034,17.32,0.058,33.76,32.42,31.93,31.93,31,0.111,32.16,0.133,8.74,0.024,12.62,0.04
4/18/2023 23:59,740,12.46,0,1.65,52.65,4/18/2023 15:56,24.8,4/18/2023 2:47,40.43,99.7,4/18/2023 3:13,36.5,4/18/2023 10:35,61.26,19.97,4/18/2023 13:25,0,4/17/2023 23:59,5.337,101.2,E,589.3182,25.06197,0.125,0.16,1.325,,38.72,37.7,35.63,,41.15,38.86,35.76,,36.86,37.21,35.43,38.77,35.75,32.14,32.51,30.76,0.118,32.06,0.137,8.92,0.023,12.73,0.039,43.53,38.86,32.32,33.07,32.1,0.13,33.04,0.144,9.8,0.026,14,0.043,34.88,33.49,31.99,32.23,30.16,0.105,31.54,0.129,8.57,0.021,12.3,0.037
4/19/2023 23:59,741,12.46,0.57,2.22,45.68,4/19/2023 0:19,33.84,4/19/2023 6:51,39.01,97.9,4/19/2023 20:48,46.9,4/19/2023 3:30,79.82,24.14,4/19/2023 2:44,0,4/19/2023 19:42,9.71,84.7,E,163.3727,24.91994,0.043,0.057,0,,39.94,38.87,35.75,,41.06,39.08,35.85,,39.36,38.7,35.56,39.17,36.79,32.28,33,31.79,0.118,32.6,0.142,9.04,0.023,12.95,0.041,41.22,38.47,32.39,33.3,35.18,0.131,34.77,0.155,10.57,0.029,15.26,0.05,38.03,35.98,32.15,32.73,30.26,0.112,31.43,0.137,8.57,0.021,12.23,0.037
4/20/2023 23:59,742,12.42,0.41,2.63,36.22,4/20/2023 0:07,30.71,4/20/2023 15:11,33.07,100,4/20/2023 11:05,95.4,4/20/2023 18:41,98.8,18.41,4/20/2023 3:59,0.075,4/20/2023 8:24,7.492,161.1,NNW,135.6083,25.19843,0.018,0.02,0,,38.38,38.33,35.87,,39.72,38.93,36.03,,37.17,37.56,35.72,36.52,34.96,32.28,32.86,32.55,0.095,33.37,0.135,10.14,0.029,14.12,0.044,38.58,36.58,32.44,33.13,33.87,0.112,34.53,0.15,10.88,0.032,15.33,0.05,34.86,33.59,32.1,32.56,32.08,0.085,32.84,0.124,9.64,0.027,13.39,0.04
4/21/2023 23:59,743,12.38,0.07,2.7,33.09,4/21/2023 11:14,27.99,4/21/2023 23:19,30.27,100,4/20/2023 23:59,74.98,4/21/2023 23:51,89.5,22.65,4/21/2023 14:17,4.769,4/21/2023 7:26,11.4,294.4,WNW,420.4295,25.61406,0.047,0.056,0,,36.51,36.95,36.05,,37.24,37.65,36.17,,36.03,36.42,35.91,34.36,32.98,32.12,32.33,31.77,0.083,32.42,0.119,9.12,0.026,12.73,0.038,34.88,33.59,32.24,32.66,32.12,0.086,32.84,0.124,9.64,0.028,13.4,0.041,33.99,32.63,31.96,32.06,31.49,0.081,32.09,0.115,8.78,0.024,12.33,0.035
4/22/2023 23:59,744,12.48,0,2.7,36.77,4/22/2023 14:12,25.52,4/22/2023 7:42,30.82,86.7,4/22/2023 23:35,58.9,4/22/2023 14:34,72.9,28.54,4/22/2023 6:39,2.683,4/22/2023 22:39,11.38,302.1,NNW,467.1675,25.93135,0.072,0.093,0,,36.14,36.21,36.14,,37.37,36.59,36.27,,35.31,35.93,36.04,33.99,32.55,32.06,32.15,31.71,0.082,32.32,0.115,8.9,0.024,12.55,0.036,34.16,32.75,32.17,32.28,32.94,0.086,33.61,0.121,9.8,0.028,14.11,0.041,33.83,32.44,31.92,32.03,31.1,0.079,31.71,0.112,8.47,0.023,11.8,0.034
4/23/2023 23:59,745,12.43,0,2.7,43.17,4/23/2023 15:33,22.67,4/23/2023 5:08,32.36,100,4/23/2023 20:54,38.73,4/23/2023 13:01,75.4,22.13,4/23/2023 12:52,0,4/23/2023 21:02,5.721,276.7,WNW,512.6005,26.12369,0.087,0.11,0,,36.71,36.38,36.12,,38.49,37.04,36.27,,35.37,36,35.96,34.36,32.77,32.06,32.14,32.44,0.079,32.99,0.11,9.51,0.023,13.43,0.034,35.71,33.74,32.17,32.27,36.91,0.09,35.87,0.126,10.74,0.027,15.74,0.04,33.72,32.44,31.96,32.02,30.59,0.071,31.41,0.102,8.57,0.021,11.97,0.031
4/24/2023 23:59,746,12.42,0,2.7,45.15,4/24/2023 16:33,24.31,4/24/2023 3:48,34.95,100,4/23/2023 23:59,29.56,4/24/2023 12:32,67.8,14.01,4/24/2023 14:08,0,4/23/2023 23:59,2.932,118.9,NNE,610.0055,26.37427,0.109,0.132,0,,38.1,37.13,36.08,,40.81,38.32,36.26,,36.14,36.6,35.89,38.22,35.31,32.22,32.54,31.16,0.078,31.87,0.102,8.91,0.02,12.35,0.03,43.95,39.19,32.49,33.44,32.53,0.091,32.84,0.11,9.71,0.023,13.57,0.033,34.34,33.02,32.07,32.21,30.43,0.068,31.28,0.096,8.55,0.018,11.86,0.029
